receiver,tackler
M.Jones (CIN),P.Brown (BUF)
R.Hewitt (CIN),D.Williams (BUF)
M.Jones (CIN),S.Gilmore (BUF)
R.Woods (BUF),R.Nelson (CIN)
D.Herron (BUF),E.Lamur (CIN)
C.Gragg (BUF),G.Iloka (CIN)
M.Sanu (CIN),B.Rambo (BUF)
A.Green (CIN),R.Darby (BUF)
A.Green (CIN),S.Gilmore (BUF)
M.Jones (CIN),D.Williams (BUF)
T.Eifert (CIN),S.Gilmore (BUF)
M.Sanu (CIN),C.Graham (BUF)
C.Gragg (BUF),R.Nelson (CIN)
C.Gragg (BUF),R.Maualuga (CIN)
L.McCoy (BUF),E.Lamur (CIN)
R.Woods (BUF),G.Iloka (CIN)
C.Clay (BUF),D.Kirkpatrick (CIN)
C.Johnson (DET),T.Porter (CHI)
G.Tate (DET),A.Amos (CHI)
T.Riddick (DET),J.Anderson (CHI)
E.Royal (CHI),G.Quin (DET)
M.Bennett (CHI),D.Slay (DET)
M.Forte (CHI),S.Tulloch (DET)
A.Jeffery (CHI),I.Abdul-Quddus (DET)
A.Jeffery (CHI),D.Slay (DET)
M.Forte (CHI),J.Bynes (DET)
A.Abdullah (DET),K.Fuller (CHI)
C.Johnson (DET),K.Fuller (CHI)
J.Langford (CHI),G.Quin (DET)
E.Royal (CHI),J.Jones (DET)
L.Moore (DET),K.Fuller (CHI)
C.Johnson (DET),H.Jones-Quartey (CHI)
C.Meredith (CHI),J.Wilson (DET)
M.Wilson (CHI),D.Tapp (DET)
M.Wilson (CHI),G.Quin (DET)
E.Royal (CHI),I.Abdul-Quddus (DET)
M.Bennett (CHI),D.Taylor (DET)
L.Moore (DET),S.McManis (CHI)
M.Bennett (CHI),S.Tulloch (DET)
E.Royal (CHI),T.Whitehead (DET)
G.Tate (DET),S.Acho (CHI)
A.Jeffery (CHI),S.Tulloch (DET)
G.Tate (DET),T.Porter (CHI)
T.Wright (DET),K.Fuller (CHI)
A.Jeffery (CHI),J.Wilson (DET)
C.Johnson (DET),J.Anderson (CHI)
E.Royal (CHI),D.Tapp (DET)
M.Bennett (CHI),J.Bynes (DET)
T.Wright (DET),S.McManis (CHI)
A.Abdullah (DET),C.Jones (CHI)
G.Tate (DET),K.Fuller (CHI)
A.Abdullah (DET),L.Reynolds (CHI)
E.Sanders (DEN),P.Desir (CLE)
C.Anderson (DEN),C.Kirksey (CLE)
D.Johnson (CLE),T.Ward (DEN)
E.Sanders (DEN),D.Whitner (CLE)
R.Hillman (DEN),D.Whitner (CLE)
D.Thomas (DEN),T.Williams (CLE)
D.Thomas (DEN),P.Desir (CLE)
J.Norwood (DEN),C.Kirksey (CLE)
T.Gabriel (CLE),D.Trevathan (DEN)
I.Crowell (CLE),D.Trevathan (DEN)
T.Benjamin (CLE),D.Trevathan (DEN)
T.Benjamin (CLE),D.Stewart (DEN)
C.Anderson (DEN),T.Carder (CLE)
A.Caldwell (DEN),P.Desir (CLE)
R.Hillman (DEN),C.Kirksey (CLE)
D.Johnson (CLE),A.Talib (DEN)
D.Johnson (CLE),C.Harris (DEN)
G.Barnidge (CLE),T.Ward (DEN)
A.Hawkins (CLE),D.Stewart (DEN)
T.Benjamin (CLE),A.Talib (DEN)
R.Hillman (DEN),J.Poyer (CLE)
C.Anderson (DEN),J.Poyer (CLE)
D.Thomas (DEN),J.Poyer (CLE)
E.Sanders (DEN),T.Williams (CLE)
A.Caldwell (DEN),K.Williams (CLE)
I.Crowell (CLE),S.Barrett (DEN)
T.Benjamin (CLE),T.Ward (DEN)
T.Benjamin (CLE),B.Roby (DEN)
T.Benjamin (CLE),C.Harris (DEN)
M.Johnson (CLE),B.Marshall (DEN)
D.Thomas (DEN),K.Dansby (CLE)
R.Hillman (DEN),K.Dansby (CLE)
O.Daniels (DEN),T.Williams (CLE)
O.Daniels (DEN),N.Orchard (CLE)
C.Shorts (HOU),J.Evans (JAC)
J.Thomas (JAC),K.Jackson (HOU)
C.Shorts (HOU),T.Smith (JAC)
C.Fiedorowicz (HOU),J.Cyprien (JAC)
C.Polk (HOU),T.Smith (JAC)
A.Foster (HOU),P.Posluszny (JAC)
D.Hopkins (HOU),D.House (JAC)
A.Robinson (JAC),K.Johnson (HOU)
J.Thomas (JAC),J.Joseph (HOU)
T.Gerhart (JAC),J.Joseph (HOU)
T.Gerhart (JAC),L.Ballentine (HOU)
A.Robinson (JAC),J.Joseph (HOU)
B.Walters (JAC),K.Johnson (HOU)
C.Shorts (HOU),J.Cyprien (JAC)
J.Strong (HOU),T.Smith (JAC)
B.Walters (JAC),B.Cushing (HOU)
J.Thomas (JAC),K.Johnson (HOU)
C.Shorts (HOU),A.Colvin (JAC)
B.Walters (JAC),J.Joseph (HOU)
J.Thomas (JAC),A.Bouye (HOU)
B.Walters (JAC),A.Bouye (HOU)
B.Walters (JAC),L.Ballentine (HOU)
T.Gerhart (JAC),J.Simon (HOU)
A.Foster (HOU),A.Colvin (JAC)
A.Hurns (JAC),A.Bouye (HOU)
K.Mumphery (HOU),D.Gratz (JAC)
A.Foster (HOU),T.Smith (JAC)
A.Hurns (JAC),R.Moore (HOU)
K.Mumphery (HOU),J.Evans (JAC)
A.Robinson (JAC),A.Bouye (HOU)
D.Robinson (JAC),A.Bouye (HOU)
B.Walters (JAC),A.Hal (HOU)
B.Walters (JAC),R.Moore (HOU)
M.Lewis (JAC),E.Pleasant (HOU)
D.Robinson (JAC),B.Cushing (HOU)
L.Miller (MIA),W.Woodyard (TEN)
R.Matthews (MIA),J.McCourty (TEN)
R.Matthews (MIA),D.Searcy (TEN)
K.Wright (TEN),O.Vernon (MIA)
D.Walker (TEN),M.Thomas (MIA)
H.Douglas (TEN),B.Grimes (MIA)
R.Matthews (MIA),B.Wreh-Wilson (TEN)
J.Landry (MIA),D.Searcy (TEN)
J.Landry (MIA),W.Woodyard (TEN)
A.Andrews (TEN),R.Jones (MIA)
J.Hunter (TEN),C.Wake (MIA)
D.Sims (MIA),B.Orakpo (TEN)
J.Hunter (TEN),K.Misi (MIA)
D.Sims (MIA),M.Griffin (TEN)
K.Wright (TEN),J.Taylor (MIA)
D.Walker (TEN),R.Jones (MIA)
J.Cameron (MIA),D.Searcy (TEN)
K.Stills (MIA),B.Wreh-Wilson (TEN)
G.Jennings (MIA),M.Griffin (TEN)
L.Miller (MIA),Z.Brown (TEN)
D.Walker (TEN),Bo.McCain (MIA)
A.Fasano (TEN),K.Misi (MIA)
D.Walker (TEN),J.Jenkins (MIA)
D.McCluster (TEN),J.Jenkins (MIA)
K.Wright (TEN),J.Jenkins (MIA)
D.McCluster (TEN),D.Shelby (MIA)
D.Green (TEN),K.Misi (MIA)
A.Fasano (TEN),R.Jones (MIA)
K.Stills (MIA),D.Searcy (TEN)
J.Landry (MIA),C.Sensabaugh (TEN)
J.Gray (MIA),Z.Brown (TEN)
D.McCluster (TEN),Bo.McCain (MIA)
D.Sims (MIA),W.Woodyard (TEN)
D.Walker (TEN),N.Hewitt (MIA)
B.Sankey (TEN),Z.Vigil (MIA)
J.Hunter (TEN),J.Kovacs (MIA)
R.Lockette (SEA),T.Davis (CAR)
F.Jackson (SEA),C.Tillman (CAR)
J.Graham (SEA),R.Harper (CAR)
J.Graham (SEA),J.Norman (CAR)
G.Olsen (CAR),C.Williams (SEA)
C.Matthews (SEA),C.Tillman (CAR)
J.Graham (SEA),T.Boston (CAR)
L.Willson (SEA),L.Kuechly (CAR)
F.Whittaker (CAR),K.Chancellor (SEA)
J.Cotchery (CAR),E.Thomas (SEA)
F.Whittaker (CAR),B.Irvin (SEA)
D.Baldwin (SEA),J.Norman (CAR)
J.Graham (SEA),K.Coleman (CAR)
F.Jackson (SEA),B.Benwikere (CAR)
C.Brown (CAR),R.Sherman (SEA)
G.Olsen (CAR),R.Sherman (SEA)
G.Olsen (CAR),K.Pierre-Louis (SEA)
E.Dickson (CAR),K.Wright (SEA)
J.Graham (SEA),T.Davis (CAR)
C.Brown (CAR),C.Williams (SEA)
E.Dickson (CAR),K.Chancellor (SEA)
D.Funchess (CAR),K.Pierre-Louis (SEA)
G.Olsen (CAR),K.Wright (SEA)
M.Lynch (SEA),T.Davis (CAR)
J.Stewart (CAR),D.Shead (SEA)
T.Ginn (CAR),C.Williams (SEA)
E.Dickson (CAR),D.Shead (SEA)
D.Funchess (CAR),K.Chancellor (SEA)
J.Cotchery (CAR),D.Shead (SEA)
D.Baldwin (SEA),C.Tillman (CAR)
K.Allen (SD),S.Shields (GB)
J.Jones (GB),D.Perryman (SD)
E.Lacy (GB),D.Butler (SD)
T.Montgomery (GB),J.Verrett (SD)
K.Allen (SD),H.Clinton-Dix (GB)
A.Gates (SD),N.Palmer (GB)
K.Allen (SD),M.Hyde (GB)
K.Allen (SD),D.Randall (GB)
M.Floyd (SD),C.Hayward (GB)
B.Oliver (SD),C.Matthews (GB)
B.Oliver (SD),N.Palmer (GB)
L.Green (SD),N.Palmer (GB)
J.Perillo (GB),J.Addae (SD)
T.Montgomery (GB),J.Addae (SD)
B.Oliver (SD),H.Clinton-Dix (GB)
D.Woodhead (SD),D.Randall (GB)
A.Gates (SD),S.Shields (GB)
A.Gates (SD),M.Hyde (GB)
D.Woodhead (SD),N.Palmer (GB)
M.Floyd (SD),H.Clinton-Dix (GB)
K.Allen (SD),C.Hayward (GB)
R.Rodgers (GB),D.Perryman (SD)
D.Woodhead (SD),J.Thomas (GB)
K.Allen (SD),C.Banjo (GB)
A.Gates (SD),C.Hayward (GB)
R.Cobb (GB),J.Wilson (SD)
J.Kuhn (GB),E.Weddle (SD)
D.Inman (SD),S.Shields (GB)
D.Woodhead (SD),H.Clinton-Dix (GB)
A.Gates (SD),D.Randall (GB)
B.Oliver (SD),D.Randall (GB)
R.Rodgers (GB),J.Wilson (SD)
J.Janis (GB),D.Stuckey (SD)
D.Woodhead (SD),M.Neal (GB)
A.Gates (SD),C.Matthews (GB)
L.Green (SD),M.Hyde (GB)
A.Boldin (SF),C.Mosley (BAL)
T.Smith (SF),J.Smith (BAL)
A.Boldin (SF),K.Arrington (BAL)
V.McDonald (SF),C.Mosley (BAL)
C.Hyde (SF),C.Upshaw (BAL)
K.Juszczyk (BAL),M.Wilhoite (SF)
B.Miller (SF),D.Smith (BAL)
B.Miller (SF),Z.Smith (BAL)
B.Miller (SF),C.Upshaw (BAL)
M.Williams (BAL),A.Bethea (SF)
C.Gillmore (BAL),J.Ward (SF)
C.Gillmore (BAL),A.Bethea (SF)
J.Forsett (BAL),A.Lynch (SF)
S.Smith (BAL),A.Lynch (SF)
S.Smith (BAL),T.Brock (SF)
T.Smith (SF),S.Wright (BAL)
C.Hyde (SF),D.Smith (BAL)
J.Forsett (BAL),N.Bowman (SF)
J.Forsett (BAL),M.Wilhoite (SF)
K.Juszczyk (BAL),E.Reid (SF)
S.Smith (BAL),J.Tartt (SF)
J.Ross (BAL),N.Bowman (SF)
A.Boldin (SF),S.Wright (BAL)
J.Forsett (BAL),K.Acker (SF)
J.Allen (BAL),M.Wilhoite (SF)
C.Gillmore (BAL),N.Bowman (SF)
K.Aiken (BAL),T.Brock (SF)
M.Williams (BAL),M.Wilhoite (SF)
A.Boldin (SF),J.Smith (BAL)
S.Smith (BAL),E.Reid (SF)
J.Forsett (BAL),J.Tartt (SF)
C.Givens (BAL),J.Tartt (SF)
K.Aiken (BAL),N.Bowman (SF)
C.Givens (BAL),K.Acker (SF)
Q.Patton (SF),S.Wright (BAL)
J.Ross (BAL),J.Ward (SF)
S.Smith (BAL),N.Bowman (SF)
A.Johnson (IND),L.Ryan (NE)
D.Allen (IND),P.Chung (NE)
F.Gore (IND),J.Freeny (NE)
T.Hilton (IND),P.Chung (NE)
D.Allen (IND),J.Collins (NE)
J.Doyle (IND),M.Butler (NE)
T.Hilton (IND),J.Freeny (NE)
J.Edelman (NE),D.Jackson (IND)
J.Edelman (NE),J.Freeman (IND)
D.Amendola (NE),D.Lowery (IND)
S.Chandler (NE),D.Lowery (IND)
J.Edelman (NE),G.Toler (IND)
D.Moncrief (IND),M.Butler (NE)
D.Lewis (NE),M.Adams (IND)
C.Fleener (IND),M.Butler (NE)
F.Gore (IND),L.Ryan (NE)
J.Doyle (IND),J.Freeny (NE)
C.Fleener (IND),J.Collins (NE)
D.Allen (IND),D.McCourty (NE)
D.Amendola (NE),D.Jackson (IND)
D.Lewis (NE),J.Freeman (IND)
J.Edelman (NE),D.Lowery (IND)
D.Amendola (NE),T.Cole (IND)
S.Chandler (NE),C.Anderson (IND)
R.Gronkowski (NE),D.Lowery (IND)
A.Bradshaw (IND),L.Ryan (NE)
D.Amendola (NE),C.Anderson (IND)
T.Hilton (IND),J.Coleman (NE)
D.Moncrief (IND),J.Richards (NE)
C.Fleener (IND),D.McCourty (NE)
P.Dorsett (IND),L.Ryan (NE)
P.Dorsett (IND),M.Butler (NE)
A.Bradshaw (IND),P.Chung (NE)
G.Whalen (IND),D.McCourty (NE)
R.Randle (NYG),N.Carroll (PHI)
W.Tye (NYG),D.Ryans (PHI)
W.Tye (NYG),J.Hicks (PHI)
L.Donnell (NYG),W.Thurmond (PHI)
L.Donnell (NYG),D.Ryans (PHI)
O.Beckham (NYG),J.Hicks (PHI)
O.Beckham (NYG),B.Maxwell (PHI)
D.Murray (PHI),L.Collins (NYG)
J.Huff (PHI),B.Meriweather (NYG)
D.Murray (PHI),C.Dahl (NYG)
D.Murray (PHI),J.Thomas (NYG)
R.Jennings (NYG),M.Jenkins (PHI)
J.Matthews (PHI),J.Casillas (NYG)
O.Beckham (NYG),N.Carroll (PHI)
Z.Ertz (PHI),B.Meriweather (NYG)
J.Huff (PHI),D.Rodgers-Cromartie (NYG)
O.Beckham (NYG),M.Jenkins (PHI)
D.Harris (NYG),B.Maxwell (PHI)
D.Harris (NYG),M.Jenkins (PHI)
J.Matthews (PHI),T.Wade (NYG)
Z.Ertz (PHI),L.Collins (NYG)
J.Matthews (PHI),J.Hosley (NYG)
R.Cooper (PHI),B.Meriweather (NYG)
R.Mathews (PHI),J.Hosley (NYG)
J.Matthews (PHI),L.Johnson (NYG)
Z.Ertz (PHI),T.Wade (NYG)
J.Matthews (PHI),L.Collins (NYG)
J.Huff (PHI),C.Dahl (NYG)
M.Austin (PHI),J.Beason (NYG)
J.Matthews (PHI),C.Dahl (NYG)
M.Austin (PHI),D.Rodgers-Cromartie (NYG)
L.Donnell (NYG),B.Maxwell (PHI)
R.Cooper (PHI),T.Wade (NYG)
R.Jennings (NYG),T.Hart (PHI)
R.Jennings (NYG),J.Hicks (PHI)
R.Randle (NYG),W.Thurmond (PHI)
S.Vereen (NYG),B.Maxwell (PHI)
S.Vereen (NYG),W.Thurmond (PHI)
Q.Patton (SF),R.Sherman (SEA)
V.McDonald (SF),B.Irvin (SEA)
T.Lockett (SEA),T.Brock (SF)
R.Bush (SF),C.Williams (SEA)
J.Graham (SEA),M.Wilhoite (SF)
V.Davis (SF),B.Wagner (SEA)
R.Bush (SF),B.Wagner (SEA)
G.Celek (SF),K.Wright (SEA)
R.Bush (SF),C.Avril (SEA)
J.Kearse (SEA),T.Brock (SF)
D.Baldwin (SEA),A.Bethea (SF)
A.Boldin (SF),R.Sherman (SEA)
F.Jackson (SEA),M.Wilhoite (SF)
T.Lockett (SEA),J.Tartt (SF)
D.Baldwin (SEA),J.Ward (SF)
J.Kearse (SEA),K.Acker (SF)
A.Boldin (SF),D.Shead (SEA)
F.Jackson (SEA),E.Reid (SF)
V.Davis (SF),K.Chancellor (SEA)
T.Lockett (SEA),G.Hodges (SF)
R.Woods (BUF),P.Posluszny (JAC)
L.McCoy (BUF),C.Clemons (JAC)
A.Hurns (JAC),S.Gilmore (BUF)
C.Gragg (BUF),D.Skuta (JAC)
A.Robinson (JAC),S.Gilmore (BUF)
J.Thomas (JAC),C.Graham (BUF)
A.Hurns (JAC),R.Darby (BUF)
A.Robinson (JAC),C.Graham (BUF)
R.Woods (BUF),J.Evans (JAC)
M.Lewis (JAC),J.Hughes (BUF)
C.Clay (BUF),J.Cyprien (JAC)
C.Hogan (BUF),D.Gratz (JAC)
R.Woods (BUF),D.House (JAC)
C.Hogan (BUF),J.Evans (JAC)
C.Clay (BUF),J.Evans (JAC)
M.Lewis (JAC),C.Graham (BUF)
C.Gragg (BUF),A.Colvin (JAC)
C.Clay (BUF),A.Colvin (JAC)
R.Woods (BUF),D.Gratz (JAC)
C.Hogan (BUF),A.Colvin (JAC)
D.Herron (BUF),T.Smith (JAC)
L.McCoy (BUF),J.Cyprien (JAC)
C.Hogan (BUF),D.Skuta (JAC)
A.Robinson (JAC),R.Darby (BUF)
B.Walters (JAC),P.Brown (BUF)
R.Woods (BUF),T.Smith (JAC)
M.Jones (WAS),J.Banks (TB)
J.Crowder (WAS),K.Alexander (TB)
D.Carrier (WAS),L.David (TB)
L.Murphy (TB),B.Breeland (WAS)
M.Evans (TB),B.Breeland (WAS)
D.Martin (TB),D.Goldson (WAS)
A.Morris (WAS),L.David (TB)
C.Sims (TB),D.Goldson (WAS)
P.Garcon (WAS),C.Conte (TB)
J.Reed (WAS),L.David (TB)
D.Carrier (WAS),G.McCoy (TB)
J.Crowder (WAS),J.Adjei-Barimah (TB)
R.Grant (WAS),C.Conte (TB)
M.Jones (WAS),C.Conte (TB)
J.Reed (WAS),G.Johnson (TB)
J.Crowder (WAS),A.Verner (TB)
V.Jackson (TB),D.Goldson (WAS)
J.Reed (WAS),C.McDonald (TB)
R.Grant (WAS),B.McDougald (TB)
M.Evans (TB),W.Blackmon (WAS)
L.Stocker (TB),W.Compton (WAS)
L.Stocker (TB),W.Blackmon (WAS)
P.Garcon (WAS),L.David (TB)
M.Jones (WAS),M.Jenkins (TB)
J.Reed (WAS),K.Alexander (TB)
P.Garcon (WAS),J.Banks (TB)
A.Roberts (WAS),M.Jenkins (TB)
J.Crowder (WAS),M.Jenkins (TB)
M.Evans (TB),D.Goldson (WAS)
C.Brate (TB),W.Compton (WAS)
C.Sims (TB),J.Winston (WAS)
D.McCluster (TEN),J.Durant (ATL)
D.Freeman (ATL),D.Jones (TEN)
J.Jones (ATL),C.Sensabaugh (TEN)
J.Jones (ATL),Z.Brown (TEN)
D.Walker (TEN),J.Durant (ATL)
J.Tamme (ATL),J.McCourty (TEN)
D.McCluster (TEN),W.Moore (ATL)
R.White (ATL),B.Wreh-Wilson (TEN)
A.Fasano (TEN),R.Allen (ATL)
J.Jones (ATL),J.McCourty (TEN)
D.Freeman (ATL),W.Woodyard (TEN)
J.Jones (ATL),W.Woodyard (TEN)
N.Williams (ATL),A.Williamson (TEN)
T.Moeaki (ATL),J.McCourty (TEN)
D.Walker (TEN),K.Ishmael (ATL)
D.McCluster (TEN),R.Alford (ATL)
K.Wright (TEN),R.Alford (ATL)
D.McCluster (TEN),R.Allen (ATL)
T.Ward (ATL),C.Sensabaugh (TEN)
J.Hunter (TEN),R.Alford (ATL)
J.Jones (ATL),A.Williamson (TEN)
N.Williams (ATL),J.McCourty (TEN)
N.Williams (ATL),D.Searcy (TEN)
K.Wright (TEN),D.Trufant (ATL)
D.McCluster (TEN),B.Reed (ATL)
R.White (ATL),D.Searcy (TEN)
J.Tamme (ATL),Z.Brown (TEN)
J.Jones (ATL),B.Wreh-Wilson (TEN)
A.Fasano (TEN),K.Ishmael (ATL)
D.McCluster (TEN),V.Beasley (ATL)
J.Jones (ATL),D.Searcy (TEN)
D.Walker (TEN),R.Allen (ATL)
B.Cooks (NO),V.Davis (IND)
C.Spiller (NO),D.Jackson (IND)
C.Spiller (NO),R.Mathis (IND)
M.Hoomanawanui (NO),J.Freeman (IND)
C.Spiller (NO),B.Winn (IND)
B.Cooks (NO),G.Toler (IND)
B.Coleman (NO),D.Lowery (IND)
C.Spiller (NO),G.Toler (IND)
K.Robinson (NO),E.Walden (IND)
W.Snead (NO),V.Davis (IND)
B.Cooks (NO),N.Irving (IND)
M.Hoomanawanui (NO),D.Jackson (IND)
T.Hilton (IND),D.Breaux (NO)
F.Gore (IND),D.Ellerbe (NO)
M.Hoomanawanui (NO),N.Irving (IND)
B.Cooks (NO),C.Anderson (IND)
D.Moncrief (IND),D.Ellerbe (NO)
D.Moncrief (IND),S.Anthony (NO)
M.Ingram (NO),J.Freeman (IND)
D.Moncrief (IND),B.Dixon (NO)
A.Bradshaw (IND),J.Byrd (NO)
C.Fleener (IND),B.Browner (NO)
C.Fleener (IND),S.Anthony (NO)
A.Johnson (IND),B.Dixon (NO)
B.Watson (NO),V.Davis (IND)
D.Allen (IND),S.Anthony (NO)
M.Ingram (NO),D.Jackson (IND)
B.Watson (NO),D.Jackson (IND)
A.Johnson (IND),K.Wilson (NO)
F.Gore (IND),K.Williams (NO)
W.Snead (NO),J.Freeman (IND)
F.Gore (IND),H.Kikaha (NO)
M.Hoomanawanui (NO),D.Lowery (IND)
C.Spiller (NO),E.Walden (IND)
A.Johnson (IND),D.Ellerbe (NO)
A.Johnson (IND),J.Byrd (NO)
C.Fleener (IND),K.Vaccaro (NO)
M.Colston (NO),D.Butler (IND)
M.Wallace (MIN),Q.Diggs (DET)
S.Diggs (MIN),D.Taylor (DET)
E.Ebron (DET),H.Smith (MIN)
M.Asiata (MIN),S.Tulloch (DET)
J.Bell (DET),H.Smith (MIN)
C.Johnson (MIN),I.Abdul-Quddus (DET)
T.Riddick (DET),C.Greenway (MIN)
Z.Line (MIN),R.Mathis (DET)
J.McKinnon (MIN),D.Slay (DET)
M.Wallace (MIN),J.Bynes (DET)
J.Wright (MIN),D.Slay (DET)
M.Wallace (MIN),C.Reid (DET)
G.Tate (DET),A.Sendejo (MIN)
M.Pruitt (MIN),I.Abdul-Quddus (DET)
A.Peterson (MIN),S.Tulloch (DET)
A.Thielen (MIN),G.Quin (DET)
M.Asiata (MIN),T.Whitehead (DET)
G.Tate (DET),A.Barr (MIN)
S.Diggs (MIN),R.Mathis (DET)
E.Ebron (DET),C.Munnerlyn (MIN)
M.Bryant (PIT),M.Peters (KC)
J.Avant (KC),L.Timmons (PIT)
C.West (KC),R.Cockrell (PIT)
D.Thomas (KC),R.Cockrell (PIT)
A.Brown (PIT),M.Peters (KC)
L.Bell (PIT),J.Howard (KC)
M.Wheaton (PIT),S.Smith (KC)
C.Conley (KC),W.Gay (PIT)
T.Kelce (KC),R.Golden (PIT)
T.Kelce (KC),M.Mitchell (PIT)
T.Kelce (KC),A.Moats (PIT)
C.Conley (KC),R.Cockrell (PIT)
A.Wilson (KC),R.Shazier (PIT)
T.Kelce (KC),L.Timmons (PIT)
C.Conley (KC),B.Boykin (PIT)
A.Brown (PIT),S.Smith (KC)
J.Avant (KC),A.Blake (PIT)
A.Wilson (KC),A.Blake (PIT)
C.Conley (KC),L.Timmons (PIT)
C.West (KC),R.Golden (PIT)
D.Thomas (KC),M.Mitchell (PIT)
L.Bell (PIT),D.Johnson (KC)
M.Bryant (PIT),D.Johnson (KC)
M.Wheaton (PIT),S.Nelson (KC)
L.Bell (PIT),J.Houston (KC)
L.Bell (PIT),H.Abdullah (KC)
T.Gabriel (CLE),J.Jenkins (STL)
G.Barnidge (CLE),J.Laurinaitis (STL)
J.Cook (STL),K.Dansby (CLE)
D.Johnson (CLE),L.Joyner (STL)
J.Dray (CLE),T.Johnson (STL)
G.Barnidge (CLE),T.McDonald (STL)
B.Hartline (CLE),J.Jenkins (STL)
D.Johnson (CLE),T.Johnson (STL)
T.Benjamin (CLE),M.Barron (STL)
T.Austin (STL),P.Kruger (CLE)
T.Gabriel (CLE),T.Johnson (STL)
A.Hawkins (CLE),L.Joyner (STL)
C.Harkey (STL),C.Kirksey (CLE)
J.Cook (STL),D.Whitner (CLE)
D.Johnson (CLE),M.Barron (STL)
T.Benjamin (CLE),R.McLeod (STL)
T.Gurley (STL),K.Dansby (CLE)
G.Barnidge (CLE),T.Johnson (STL)
T.Benjamin (CLE),L.Joyner (STL)
T.Austin (STL),J.Poyer (CLE)
B.Cunningham (STL),J.Poyer (CLE)
T.Benjamin (CLE),T.Johnson (STL)
T.Austin (STL),D.Whitner (CLE)
K.Britt (STL),J.Poyer (CLE)
A.Hawkins (CLE),R.McLeod (STL)
J.Dray (CLE),M.Barron (STL)
D.Johnson (CLE),J.Laurinaitis (STL)
T.Benjamin (CLE),T.McDonald (STL)
T.Austin (STL),A.Bryant (CLE)
T.Gurley (STL),C.Kirksey (CLE)
T.Gabriel (CLE),M.Barron (STL)
D.Johnson (CLE),J.Jenkins (STL)
G.Barnidge (CLE),M.Barron (STL)
S.Bailey (STL),P.Desir (CLE)
R.Turbin (CLE),J.Laurinaitis (STL)
T.Gabriel (CLE),L.Joyner (STL)
R.Turbin (CLE),M.Barron (STL)
B.Hartline (CLE),L.Joyner (STL)
L.Miller (MIA),B.Cushing (HOU)
J.Landry (MIA),A.Hal (HOU)
J.Landry (MIA),J.Tuggle (HOU)
A.Foster (HOU),K.Misi (MIA)
R.Matthews (MIA),J.Joseph (HOU)
R.Matthews (MIA),J.Simon (HOU)
L.Miller (MIA),J.Joseph (HOU)
N.Washington (HOU),J.Taylor (MIA)
D.Hopkins (HOU),R.Jones (MIA)
N.Washington (HOU),R.Jones (MIA)
J.Cameron (MIA),D.Morris (HOU)
D.Parker (MIA),A.Bouye (HOU)
A.Foster (HOU),K.Sheppard (MIA)
N.Washington (HOU),K.Sheppard (MIA)
A.Foster (HOU),B.Grimes (MIA)
D.Hopkins (HOU),J.Jenkins (MIA)
D.Sims (MIA),M.Bullough (HOU)
D.Williams (MIA),R.Moore (HOU)
J.Gray (MIA),J.Simon (HOU)
A.Foster (HOU),Bo.McCain (MIA)
C.Polk (HOU),Z.Vigil (MIA)
C.Polk (HOU),M.Thomas (MIA)
G.Jennings (MIA),E.Pleasant (HOU)
G.Jennings (MIA),C.James (HOU)
D.Hopkins (HOU),B.Grimes (MIA)
G.Jennings (MIA),W.Mercilus (HOU)
R.Gronkowski (NE),D.Revis (NYJ)
E.Decker (NYJ),M.Butler (NE)
B.Marshall (NYJ),L.Ryan (NE)
J.Edelman (NE),D.Davis (NYJ)
R.Gronkowski (NE),M.Gilchrist (NYJ)
T.Bohanon (NYJ),J.Freeny (NE)
E.Decker (NYJ),J.Coleman (NE)
J.Kerley (NYJ),L.Ryan (NE)
D.Amendola (NE),C.Pryor (NYJ)
D.Amendola (NE),M.Gilchrist (NYJ)
M.Williams (NE),C.Pryor (NYJ)
R.Gronkowski (NE),D.Bailey (NYJ)
J.Edelman (NE),B.Skrine (NYJ)
B.LaFell (NE),C.Pryor (NYJ)
R.Gronkowski (NE),D.Davis (NYJ)
J.White (NE),D.Revis (NYJ)
S.Chandler (NE),C.Pryor (NYJ)
A.Dobson (NE),A.Cromartie (NYJ)
J.White (NE),A.Cromartie (NYJ)
J.Kerley (NYJ),J.Coleman (NE)
E.Decker (NYJ),D.Hightower (NE)
B.LaFell (NE),D.Bailey (NYJ)
B.Marshall (NYJ),J.Freeny (NE)
J.Edelman (NE),D.Bailey (NYJ)
T.Bohanon (NYJ),M.Butler (NE)
D.Amendola (NE),B.Skrine (NYJ)
J.Edelman (NE),A.Cromartie (NYJ)
D.Amendola (NE),D.Harris (NYJ)
C.Owusu (NYJ),D.Harmon (NE)
C.Owusu (NYJ),P.Chung (NE)
Z.Stacy (NYJ),D.McCourty (NE)
E.Decker (NYJ),P.Chung (NE)
M.Floyd (SD),D.Hayden (OAK)
B.Oliver (SD),C.Lofton (OAK)
L.Green (SD),M.Smith (OAK)
M.Reece (OAK),D.Perryman (SD)
L.Murray (OAK),D.Butler (SD)
M.Crabtree (OAK),B.Flowers (SD)
M.Crabtree (OAK),D.Perryman (SD)
J.Phillips (SD),M.Smith (OAK)
K.Allen (SD),T.Carrie (OAK)
K.Allen (SD),D.Hayden (OAK)
A.Cooper (OAK),D.Butler (SD)
